input_size,kernel_size,bias,stride,padding,dilation,groups,time_cost
"[4, 192, 14, 14]","[1280, 192, 3, 3]",[False],"[2, 2]","[1, 1]","[1, 1]",[1],0.038950204849243164
"[4, 64, 224, 224]","[64, 64, 3, 3]",[64],"[1, 1]","[1, 1]","[1, 1]",[1],0.0046977996826171875
"[1, 128, 10, 10]","[256, 128, 3, 3]",[256],"[2, 2]","[1, 1]","[1, 1]",[1],0.010726213455200195
"[2, 512, 42, 25]","[512, 512, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[1],0.0371098518371582
"[8, 128, 32, 24]","[512, 128, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.005659580230712891
"[1, 64, 200, 304]","[64, 64, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[1],0.0018284320831298828
"[1, 256, 50, 80]","[256, 256, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[1],0.010403633117675781
"[2, 512, 100, 168]","[256, 512, 1, 1]",[256],"[1, 1]","[0, 0]","[1, 1]",[1],0.0060770511627197266
"[4, 144, 1, 1]","[6, 144, 1, 1]",[6],"[1, 1]","[0, 0]","[1, 1]",[1],0.0013077259063720703
"[1, 256, 200, 320]","[512, 256, 1, 1]",[False],"[2, 2]","[0, 0]","[1, 1]",[1],0.003233671188354492
"[2, 256, 50, 70]","[1024, 256, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.005135297775268555
"[48, 256, 56, 56]","[512, 256, 1, 1]",[False],"[2, 2]","[0, 0]","[1, 1]",[1],0.0034987926483154297
"[1, 256, 200, 304]","[1600, 256, 1, 1]",[1600],"[1, 1]","[0, 0]","[1, 1]",[1],0.007953166961669922
"[1, 256, 13, 17]","[36, 256, 3, 3]",[36],"[1, 1]","[1, 1]","[1, 1]",[1],0.004854679107666016
"[1, 256, 136, 100]","[36, 256, 3, 3]",[36],"[1, 1]","[1, 1]","[1, 1]",[1],0.003153085708618164
"[2, 256, 200, 272]","[128, 256, 1, 1]",[False],"[2, 2]","[0, 0]","[1, 1]",[1],0.0017440319061279297
"[4, 240, 1, 1]","[10, 240, 1, 1]",[10],"[1, 1]","[0, 0]","[1, 1]",[1],0.0010707378387451172
"[1, 256, 25, 34]","[256, 256, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[1],0.010497808456420898
"[2, 64, 200, 280]","[64, 64, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[1],0.002968311309814453
"[1, 256, 7, 10]","[1, 256, 3, 3]",[1],"[1, 1]","[1, 1]","[1, 1]",[1],0.0019366741180419922
"[1, 256, 200, 304]","[1296, 256, 1, 1]",[1296],"[1, 1]","[0, 0]","[1, 1]",[1],0.006610870361328125
"[1, 256, 13, 17]","[80, 256, 3, 3]",[80],"[1, 1]","[1, 1]","[1, 1]",[1],0.004323482513427734
"[1, 160, 8, 12]","[960, 160, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.006785392761230469
"[1, 96, 28, 52]","[192, 96, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[1],0.0041697025299072266
"[1, 1024, 50, 56]","[256, 1024, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.007867574691772461
"[1, 256, 168, 96]","[1, 256, 3, 3]",[1],"[1, 1]","[1, 1]","[1, 1]",[1],0.001280069351196289
"[32, 256, 75, 17]","[256, 256, 9, 1]",[256],"[1, 1]","[4, 0]","[1, 1]",[1],0.015430927276611328
"[4, 96, 28, 28]","[96, 96, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[1],0.0036551952362060547
"[1, 1024, 19, 19]","[1024, 1024, 1, 1]",[1024],"[1, 1]","[0, 0]","[1, 1]",[1],0.018131732940673828
"[1, 256, 50, 80]","[12, 256, 1, 1]",[12],"[1, 1]","[0, 0]","[1, 1]",[1],0.002343416213989258
"[1, 64, 168, 193]","[256, 64, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.0015289783477783203
"[1, 256, 202, 192]","[512, 256, 1, 1]",[False],"[2, 2]","[0, 0]","[1, 1]",[1],0.0034906864166259766
"[1, 256, 272, 200]","[3, 256, 1, 1]",[3],"[1, 1]","[0, 0]","[1, 1]",[1],0.0016851425170898438
"[1, 512, 30, 22]","[512, 512, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[1],0.03786730766296387
"[32, 1, 32, 100]","[64, 1, 3, 3]",[64],"[1, 1]","[1, 1]","[1, 1]",[1],0.0032792091369628906
"[1, 256, 50, 68]","[3, 256, 1, 1]",[3],"[1, 1]","[0, 0]","[1, 1]",[1],0.0016803741455078125
"[4, 736, 14, 14]","[128, 736, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.0038106441497802734
"[1, 256, 200, 272]","[1600, 256, 1, 1]",[1600],"[1, 1]","[0, 0]","[1, 1]",[1],0.008090496063232422
"[1, 3, 800, 1216]","[96, 3, 4, 4]",[96],"[4, 4]","[0, 0]","[1, 1]",[1],0.001911163330078125
"[1, 1024, 50, 76]","[256, 1024, 1, 1]",[256],"[1, 1]","[0, 0]","[1, 1]",[1],0.00668025016784668
"[1, 256, 200, 320]","[128, 256, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.0013437271118164062
"[2, 512, 100, 168]","[256, 512, 1, 1]",[False],"[2, 2]","[0, 0]","[1, 1]",[1],0.0034291744232177734
"[1, 256, 272, 200]","[256, 256, 1, 1]",[256],"[1, 1]","[0, 0]","[1, 1]",[1],0.0040776729583740234
"[2, 512, 100, 168]","[128, 512, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.0027327537536621094
"[1, 256, 50, 68]","[720, 256, 3, 3]",[720],"[1, 1]","[1, 1]","[1, 1]",[1],0.028914213180541992
"[2, 1024, 64, 64]","[256, 1024, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[1],0.03719496726989746
"[2, 256, 168, 100]","[256, 256, 3, 3]",[256],"[1, 1]","[1, 1]","[1, 1]",[1],0.015337467193603516
"[1, 256, 208, 200]","[256, 256, 1, 1]",[256],"[1, 1]","[0, 0]","[1, 1]",[1],0.002974271774291992
"[4, 384, 28, 28]","[128, 384, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.0020160675048828125
"[1, 258, 26, 25]","[256, 258, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[1],0.0105438232421875
"[1, 256, 100, 136]","[256, 256, 3, 3]",[256],"[1, 1]","[1, 1]","[1, 1]",[1],0.01365804672241211
"[1, 64, 200, 272]","[64, 64, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[1],0.001819610595703125
"[1, 256, 52, 50]","[256, 256, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[1],0.010280609130859375
"[4, 64, 56, 56]","[64, 64, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.0012660026550292969
"[2, 2048, 64, 64]","[512, 2048, 3, 3]",[False],"[1, 1]","[36, 36]","[36, 36]",[1],0.1450493335723877
"[1, 16, 160, 208]","[96, 16, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.005156755447387695
"[1, 256, 50, 76]","[1, 256, 3, 3]",[1],"[1, 1]","[1, 1]","[1, 1]",[1],0.001264810562133789
"[4, 128, 7, 7]","[32, 128, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[1],0.0014538764953613281
"[2, 512, 100, 152]","[1024, 512, 1, 1]",[False],"[2, 2]","[0, 0]","[1, 1]",[1],0.009618759155273438
"[1, 256, 26, 25]","[256, 256, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[1],0.01035451889038086
"[32, 256, 8, 6]","[256, 256, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[1],0.013432025909423828
"[4, 384, 14, 14]","[96, 384, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.004437923431396484
"[1, 192, 28, 52]","[192, 1, 3, 3]",[False],"[2, 2]","[1, 1]","[1, 1]",[192],0.0009276866912841797
"[2, 256, 64, 64]","[128, 256, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[1],0.005797624588012695
"[1, 2048, 30, 22]","[256, 2048, 1, 1]",[256],"[1, 1]","[0, 0]","[1, 1]",[1],0.011736154556274414
"[2, 512, 100, 152]","[256, 512, 1, 1]",[False],"[2, 2]","[0, 0]","[1, 1]",[1],0.003695964813232422
"[2, 64, 304, 200]","[64, 64, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.0014328956604003906
"[1, 512, 96, 120]","[256, 512, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.004792690277099609
"[1, 2048, 34, 25]","[512, 2048, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.017300844192504883
"[2, 128, 100, 136]","[512, 128, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.0029709339141845703
"[1, 256, 38, 25]","[80, 256, 3, 3]",[80],"[1, 1]","[1, 1]","[1, 1]",[1],0.004492998123168945
"[2, 256, 68, 50]","[4, 256, 3, 3]",[4],"[1, 1]","[1, 1]","[1, 1]",[1],0.0027959346771240234
"[4, 256, 40, 40]","[256, 256, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[1],0.011909246444702148
"[32, 32, 16, 12]","[256, 32, 3, 3]",[False],"[2, 2]","[1, 1]","[1, 1]",[1],0.004639148712158203
"[2, 256, 19, 13]","[80, 256, 3, 3]",[80],"[1, 1]","[1, 1]","[1, 1]",[1],0.005348920822143555
"[1, 1024, 51, 48]","[256, 1024, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.008611679077148438
"[2, 128, 128, 128]","[16, 128, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[1],0.001558542251586914
"[1, 256, 13, 19]","[1, 256, 3, 3]",[1],"[1, 1]","[1, 1]","[1, 1]",[1],0.0019347667694091797
"[4, 896, 7, 7]","[128, 896, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.0043108463287353516
"[2, 256, 64, 64]","[256, 256, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[1],0.012987136840820312
"[2, 256, 21, 13]","[256, 256, 3, 3]",[256],"[2, 2]","[1, 1]","[1, 1]",[1],0.013285160064697266
"[1, 258, 104, 100]","[256, 258, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[1],0.012221574783325195
"[4, 96, 14, 14]","[576, 96, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.002767324447631836
"[2, 512, 64, 64]","[1024, 512, 1, 1]",[False],"[2, 2]","[0, 0]","[1, 1]",[1],0.011552810668945312
"[1, 144, 64, 96]","[24, 144, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.0011289119720458984
"[1, 256, 11, 6]","[1, 256, 3, 3]",[1],"[1, 1]","[1, 1]","[1, 1]",[1],0.0012264251708984375
"[2, 256, 100, 156]","[1, 256, 3, 3]",[1],"[1, 1]","[1, 1]","[1, 1]",[1],0.0012128353118896484
"[1, 256, 34, 25]","[720, 256, 3, 3]",[720],"[1, 1]","[1, 1]","[1, 1]",[1],0.026289939880371094
"[4, 256, 40, 40]","[512, 256, 1, 1]",[False],"[2, 2]","[0, 0]","[1, 1]",[1],0.004339694976806641
"[1, 96, 80, 104]","[24, 96, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.0010030269622802734
"[2, 2048, 64, 64]","[512, 2048, 3, 3]",[False],"[1, 1]","[24, 24]","[24, 24]",[1],0.15121984481811523
"[1, 1024, 35, 30]","[512, 1024, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.013419151306152344
"[2, 560, 128, 128]","[512, 560, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.0066111087799072266
"[32, 64, 32, 24]","[64, 64, 3, 3]",[False],"[2, 2]","[1, 1]","[1, 1]",[1],0.004278421401977539
"[4, 3, 224, 224]","[24, 3, 3, 3]",[False],"[2, 2]","[1, 1]","[1, 1]",[1],0.0010209083557128906
"[2, 256, 13, 21]","[4, 256, 3, 3]",[4],"[1, 1]","[1, 1]","[1, 1]",[1],0.0013628005981445312
"[2, 64, 272, 200]","[256, 64, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.0010809898376464844
"[32, 3, 300, 17]","[192, 3, 1, 1]",[192],"[1, 1]","[0, 0]","[1, 1]",[1],0.0010139942169189453
"[1, 2048, 21, 25]","[256, 2048, 1, 1]",[256],"[1, 1]","[0, 0]","[1, 1]",[1],0.012363672256469727
"[1, 512, 100, 148]","[1024, 512, 1, 1]",[False],"[2, 2]","[0, 0]","[1, 1]",[1],0.010070562362670898
"[1, 96, 28, 52]","[96, 96, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[1],0.0034139156341552734
"[1, 96, 128, 192]","[96, 1, 3, 3]",[False],"[2, 2]","[1, 1]","[1, 1]",[96],0.002412080764770508
"[1, 128, 88, 76]","[128, 128, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[1],0.003648996353149414
"[1, 2048, 25, 28]","[256, 2048, 1, 1]",[256],"[1, 1]","[0, 0]","[1, 1]",[1],0.010510921478271484
"[1, 256, 35, 30]","[256, 256, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[1],0.012974977493286133
"[4, 40, 28, 28]","[240, 40, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.0012965202331542969
"[1, 256, 50, 56]","[256, 256, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[1],0.010307550430297852
"[1, 64, 200, 272]","[64, 64, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.0011749267578125
"[2, 64, 200, 272]","[64, 64, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.0009136199951171875
"[1, 128, 101, 96]","[128, 128, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[1],0.003509521484375
"[1, 512, 24, 30]","[2048, 512, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.020347118377685547
"[2, 512, 136, 100]","[256, 512, 1, 1]",[256],"[1, 1]","[0, 0]","[1, 1]",[1],0.00628209114074707
"[1, 256, 13, 19]","[256, 256, 3, 3]",[256],"[2, 2]","[1, 1]","[1, 1]",[1],0.013364791870117188
"[8, 64, 64, 48]","[64, 64, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[1],0.003227710723876953
"[2, 512, 25, 34]","[2048, 512, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.018416881561279297
"[1, 256, 192, 336]","[128, 256, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.00202178955078125
"[2, 512, 16, 16]","[2048, 512, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.0170438289642334
"[1, 3, 768, 960]","[64, 3, 7, 7]",[False],"[2, 2]","[3, 3]","[1, 1]",[1],0.0016407966613769531
"[4, 116, 28, 28]","[116, 116, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.0010974407196044922
"[1, 512, 82, 80]","[128, 512, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.0025255680084228516
"[32, 256, 6, 40]","[512, 256, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[1],0.024050235748291016
"[1, 256, 44, 46]","[256, 256, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[1],0.016020774841308594
"[1, 768, 25, 38]","[256, 768, 1, 1]",[256],"[1, 1]","[0, 0]","[1, 1]",[1],0.00516200065612793
"[1, 256, 50, 68]","[256, 256, 1, 1]",[256],"[1, 1]","[0, 0]","[1, 1]",[1],0.0030040740966796875
"[4, 58, 56, 56]","[58, 1, 3, 3]",[False],"[2, 2]","[1, 1]","[1, 1]",[58],0.0012099742889404297
"[16, 128, 64, 64]","[64, 128, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[1],0.004255771636962891
"[1, 320, 10, 13]","[1280, 320, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.007824420928955078
"[4, 116, 14, 14]","[116, 1, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[116],0.0013768672943115234
"[1, 512, 96, 168]","[256, 512, 1, 1]",[256],"[1, 1]","[0, 0]","[1, 1]",[1],0.005434274673461914
"[1, 512, 152, 100]","[256, 512, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.00450897216796875
"[2, 256, 7, 9]","[256, 256, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[1],0.01128077507019043
"[1, 256, 38, 25]","[256, 256, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[1],0.010600566864013672
"[1, 512, 168, 96]","[256, 512, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.004258632659912109
"[1, 256, 200, 272]","[3, 256, 1, 1]",[3],"[1, 1]","[0, 0]","[1, 1]",[1],0.003763437271118164
"[1, 256, 200, 296]","[12, 256, 1, 1]",[12],"[1, 1]","[0, 0]","[1, 1]",[1],0.0011599063873291016
"[2, 256, 25, 38]","[1, 256, 3, 3]",[1],"[1, 1]","[1, 1]","[1, 1]",[1],0.0011444091796875
"[1, 256, 176, 181]","[128, 256, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.0012967586517333984
"[1, 1024, 42, 49]","[256, 1024, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.005349874496459961
"[4, 256, 14, 14]","[128, 256, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.0014472007751464844
"[2, 1024, 50, 70]","[2048, 1024, 1, 1]",[False],"[2, 2]","[0, 0]","[1, 1]",[1],0.032579898834228516
"[1, 1024, 50, 74]","[2048, 1024, 1, 1]",[False],"[2, 2]","[0, 0]","[1, 1]",[1],0.036472320556640625
"[2, 256, 200, 312]","[512, 256, 1, 1]",[False],"[2, 2]","[0, 0]","[1, 1]",[1],0.006617307662963867
"[1, 128, 118, 88]","[128, 128, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[1],0.0039060115814208984
"[2, 256, 50, 78]","[256, 256, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[1],0.010653495788574219
"[2, 256, 50, 76]","[256, 256, 3, 3]",[256],"[1, 1]","[1, 1]","[1, 1]",[1],0.011126995086669922
"[1, 1024, 68, 50]","[256, 1024, 1, 1]",[256],"[1, 1]","[0, 0]","[1, 1]",[1],0.007874250411987305
"[1, 512, 38, 38]","[16, 512, 3, 3]",[16],"[1, 1]","[1, 1]","[1, 1]",[1],0.0028228759765625
"[2, 512, 136, 100]","[1024, 512, 1, 1]",[False],"[2, 2]","[0, 0]","[1, 1]",[1],0.009612798690795898
"[1, 1024, 42, 49]","[2048, 1024, 1, 1]",[False],"[2, 2]","[0, 0]","[1, 1]",[1],0.03267192840576172
"[1, 512, 69, 60]","[256, 512, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.00718998908996582
"[2, 256, 50, 70]","[256, 256, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[1],0.010724306106567383
"[1, 256, 104, 100]","[256, 256, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[1],0.010654449462890625
"[2, 768, 64, 64]","[768, 768, 3, 3]",[768],"[1, 1]","[1, 1]","[1, 1]",[1],0.0836029052734375
"[1, 256, 44, 38]","[256, 256, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[1],0.01919412612915039
"[32, 64, 48, 160]","[128, 64, 3, 3]",[128],"[1, 1]","[1, 1]","[1, 1]",[1],0.005257844924926758
"[16, 64, 128, 128]","[2, 64, 1, 1]",[2],"[1, 1]","[0, 0]","[1, 1]",[1],0.0015337467193603516
"[32, 64, 32, 24]","[64, 64, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[1],0.0020067691802978516
"[1, 256, 200, 272]","[256, 256, 1, 1]",[256],"[1, 1]","[0, 0]","[1, 1]",[1],0.002841949462890625
"[1, 128, 100, 136]","[128, 128, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[1],0.005975008010864258
"[1, 512, 101, 96]","[1024, 512, 1, 1]",[False],"[2, 2]","[0, 0]","[1, 1]",[1],0.009784698486328125
"[48, 512, 7, 7]","[2048, 512, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.017479896545410156
"[2, 1024, 64, 64]","[256, 1024, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.008812665939331055
"[2, 256, 25, 38]","[80, 256, 3, 3]",[80],"[1, 1]","[1, 1]","[1, 1]",[1],0.007582187652587891
"[2, 256, 13, 20]","[4, 256, 3, 3]",[4],"[1, 1]","[1, 1]","[1, 1]",[1],0.00205230712890625
"[1, 256, 7, 9]","[36, 256, 3, 3]",[36],"[1, 1]","[1, 1]","[1, 1]",[1],0.0028634071350097656
"[1, 576, 24, 26]","[576, 1, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[576],0.0010952949523925781
"[4, 512, 20, 20]","[256, 512, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.0033681392669677734
"[48, 256, 56, 56]","[64, 256, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.001360177993774414
"[1, 512, 44, 46]","[512, 512, 3, 3]",[False],"[2, 2]","[1, 1]","[1, 1]",[1],0.03897547721862793
"[1, 512, 100, 160]","[256, 512, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.00814056396484375
"[1, 256, 52, 50]","[256, 256, 3, 3]",[256],"[1, 1]","[1, 1]","[1, 1]",[1],0.010787010192871094
"[1, 128, 118, 88]","[512, 128, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.0025959014892578125
"[1, 256, 200, 272]","[128, 256, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.0013778209686279297
"[1, 256, 84, 48]","[256, 256, 3, 3]",[256],"[1, 1]","[1, 1]","[1, 1]",[1],0.010395288467407227
"[4, 3, 225, 225]","[32, 3, 3, 3]",[False],"[2, 2]","[0, 0]","[1, 1]",[1],0.0009829998016357422
"[1, 256, 192, 336]","[64, 256, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.0010807514190673828
"[1, 256, 96, 168]","[256, 256, 3, 3]",[256],"[1, 1]","[1, 1]","[1, 1]",[1],0.010668039321899414
"[1, 256, 100, 136]","[720, 256, 3, 3]",[720],"[1, 1]","[1, 1]","[1, 1]",[1],0.028792619705200195
"[4, 480, 14, 14]","[112, 480, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.004619598388671875
"[4, 224, 56, 56]","[128, 224, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.001760244369506836
"[2, 256, 25, 35]","[1, 256, 3, 3]",[1],"[1, 1]","[1, 1]","[1, 1]",[1],0.0014142990112304688
"[1, 2048, 26, 24]","[512, 2048, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.01711297035217285
"[1, 256, 52, 50]","[256, 256, 1, 1]",[256],"[1, 1]","[0, 0]","[1, 1]",[1],0.0031769275665283203
"[2, 2048, 38, 25]","[256, 2048, 1, 1]",[256],"[1, 1]","[0, 0]","[1, 1]",[1],0.009543895721435547
"[1, 256, 168, 96]","[4, 256, 3, 3]",[4],"[1, 1]","[1, 1]","[1, 1]",[1],0.0013303756713867188
"[1, 512, 26, 24]","[512, 512, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[1],0.03868293762207031
"[1, 258, 50, 68]","[256, 258, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[1],0.014333486557006836
"[4, 128, 112, 112]","[128, 128, 3, 3]",[128],"[1, 1]","[1, 1]","[1, 1]",[1],0.006511211395263672
"[2, 256, 11, 7]","[1, 256, 3, 3]",[1],"[1, 1]","[1, 1]","[1, 1]",[1],0.0016067028045654297
"[1, 512, 88, 76]","[128, 512, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.002600431442260742
"[4, 192, 28, 28]","[32, 192, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.0009152889251708984
"[1, 512, 22, 23]","[512, 512, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[1],0.03902435302734375
"[2, 64, 304, 200]","[256, 64, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.0038993358612060547
"[2, 256, 50, 78]","[1, 256, 3, 3]",[1],"[1, 1]","[1, 1]","[1, 1]",[1],0.002519845962524414
"[2, 256, 21, 13]","[1, 256, 3, 3]",[1],"[1, 1]","[1, 1]","[1, 1]",[1],0.001415252685546875
"[1, 256, 68, 50]","[256, 256, 3, 3]",[256],"[1, 1]","[1, 1]","[1, 1]",[1],0.01076817512512207
"[1, 1024, 50, 76]","[256, 1024, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.007133007049560547
"[1, 192, 28, 52]","[32, 192, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.001863718032836914
"[4, 608, 7, 7]","[128, 608, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.002839326858520508
"[2, 256, 50, 68]","[80, 256, 3, 3]",[80],"[1, 1]","[1, 1]","[1, 1]",[1],0.0068781375885009766
"[1, 144, 56, 104]","[144, 1, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[144],0.0014071464538574219
"[4, 64, 160, 160]","[128, 64, 3, 3]",[False],"[2, 2]","[1, 1]","[1, 1]",[1],0.003725767135620117
"[2, 256, 100, 168]","[1, 256, 3, 3]",[1],"[1, 1]","[1, 1]","[1, 1]",[1],0.0019481182098388672
"[2, 256, 272, 200]","[128, 256, 1, 1]",[False],"[2, 2]","[0, 0]","[1, 1]",[1],0.0014755725860595703
"[2, 256, 100, 168]","[4, 256, 3, 3]",[4],"[1, 1]","[1, 1]","[1, 1]",[1],0.0014879703521728516
"[4, 512, 7, 7]","[128, 512, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.0027866363525390625
"[1, 256, 152, 100]","[36, 256, 3, 3]",[36],"[1, 1]","[1, 1]","[1, 1]",[1],0.0046041011810302734
"[2, 512, 32, 32]","[512, 512, 3, 3]",[False],"[2, 2]","[1, 1]","[1, 1]",[1],0.036934614181518555
"[1, 256, 34, 25]","[3, 256, 1, 1]",[3],"[1, 1]","[0, 0]","[1, 1]",[1],0.003980875015258789
"[4, 224, 28, 28]","[128, 224, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.0026564598083496094
"[16, 512, 16, 16]","[256, 512, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[1],0.024161338806152344
"[1, 256, 175, 152]","[512, 256, 1, 1]",[False],"[2, 2]","[0, 0]","[1, 1]",[1],0.010141134262084961
"[1, 320, 12, 13]","[96, 320, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.004110813140869141
"[2, 512, 100, 156]","[1024, 512, 1, 1]",[False],"[2, 2]","[0, 0]","[1, 1]",[1],0.010604381561279297
"[2, 256, 7, 11]","[4, 256, 3, 3]",[4],"[1, 1]","[1, 1]","[1, 1]",[1],0.0023877620697021484
"[2, 512, 100, 136]","[128, 512, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.003374814987182617
